roll_no,name,Father_name,Mother_name,dob,gender,email,phone,address,school_name_10th,school_name_12th,marks_10th,marks_12th
22318095,Bhavani Kanda,Gaurang Shan,Reva Pathak,2004-09-21,Male,vivaan95@gmail.com,4276379277,"583, Soman Zila, Jabalpur-205977","39
Murty Chowk, Vasai-Virar-247723","92, Kannan Street
Malda-207448",93,75
22318096,Priya Babu,Simon Pradhan,Zarna Hari,2001-03-27,Male,parsalipika@gmail.com,8459313642,"H.No. 248, Uppal Marg, Malda-731508","641, Shenoy Street, Gopalpur 824450","H.No. 83
Soman Marg, Hindupur-425240",67,69
22318097,Vivaan Tara,Arin Butala,Dalaja Natt,2000-01-16,Male,xalak39@gmail.com,6553717005,"H.No. 070
Krishnan Street
Mangalore 068809","99/224, Jaggi Nagar, Tezpur 269384","H.No. 29, Seth Road, Sasaram-368370",75,65
22318098,Gavin Kari,Avi Dada,Chaaya Goel,2004-10-04,Male,zarna76@gmail.com,9978859483,"H.No. 454, Gokhale Marg
Ranchi-458100","58, Batra Street
Medininagar-005932","371, Doshi Road
Mango 296363",97,86
22318099,Kala Sethi,Charan Arya,Sanya Ramanathan,2001-01-23,Female,lgill@gmail.com,4603548367,"H.No. 507, Shroff Road, Jodhpur-090643","H.No. 521
Sridhar Ganj
Solapur 565784","703
Walla Circle, Kollam-761725",91,63
22318100,Banjeet Shanker,Harsh Dara,Manya Sangha,2001-06-30,Female,shuklaucchal@gmail.com,2192953928,"71, Bath Marg
Ghaziabad 924272","H.No. 086, Rana Road, Rohtak 707207","07, Pai
Akola-384284",62,80
22318101,Lavanya Ram,Raghav Halder,Vasana Sridhar,2000-05-16,Female,fiyaz41@gmail.com,7961583911,"H.No. 101, Lal Zila, Adoni 238979","H.No. 02, Walia Street
Shivpuri-165286","H.No. 532, Nair, Suryapet 495098",92,67
22318102,Balendra Joshi,Isaiah Gour,Vedika Kaur,2005-01-02,Female,balendrataneja@gmail.com,9589423678,"01
Parikh Marg, Satara 686351","84/66, Kalita Ganj, Ahmedabad-757617","H.No. 98
Rau Street
Latur 386427",70,64
22318103,Rishi Kibe,Amol Parekh,Jagvi Uppal,2002-11-10,Male,ekanisarraf@gmail.com,5685982485,"977, Shan Circle, Agra-148244","54/360
Thakkar Circle, Fatehpur 837772","H.No. 54, Shenoy Circle
Dhule-033758",79,97
22318104,Chandani Chaudhry,Fitan Bhargava,Kashish Konda,2002-06-10,Female,vanya90@gmail.com,5662782070,"11/73
Chander Circle
Howrah 344890","H.No. 24
Bath Street, Mangalore-247588","H.No. 700, Parmer Street
Arrah 545626",94,68
22318105,Mugdha Malhotra,Sarthak Pillay,Triya Handa,2000-07-19,Male,mandadya@gmail.com,4691816995,"H.No. 549, Ganguly Marg, Bongaigaon 315541","16/408, Sarkar Circle, Etawah 638977","84, Bhatnagar Street
Mangalore 606554",72,68
22318106,Henry Rastogi,Charles Gupta,Ladli Hans,2000-05-14,Male,jrai@gmail.com,8033834077,"78/998, Kar Zila, Panipat-199737","64/895, Jhaveri Marg
Gopalpur-103013","99/89
Zacharia Chowk, Raichur 455451",82,64
22318107,Abhimanyu Keer,Fiyaz Mammen,Hema Rajagopal,2004-05-10,Male,pranav67@gmail.com,9458620485,"45, Tripathi, Ichalkaranji-976990","058
Chacko Ganj
Alappuzha-073210","28/788, Chawla Street, Raipur 152024",93,69
22318108,Jacob Minhas,Ikbal Dhawan,Ijaya Kulkarni,2002-02-04,Female,akrish@gmail.com,904174713,"97, Mangat Ganj
Madurai 803934","49
Doctor Road
Madhyamgram-694511","14/01
Parsa Marg
Ramgarh 757625",77,65
22318109,Oviya Tata,Timothy Lad,Lakshmi Mand,2000-12-10,Female,aradhana36@gmail.com,5779607983,"20/79, Ramesh Marg
Katihar-320532","49
Bala Ganj, Bhilai-640452","750, Dube, Bathinda 650630",81,87
22318110,Bachittar Patla,Neel Ramanathan,Yutika Wali,2001-04-10,Female,jshetty@gmail.com,4130279664,"77/70, Tara Chowk
Rourkela 093939","861
Babu Zila, Buxar 906618","03/064, Gara Zila
Ichalkaranji 402787",97,81
22318111,Oliver Naidu,Sathvik Majumdar,Lajita Goel,2004-03-09,Male,sarmashivansh@gmail.com,2959299161,"12
Bajaj
Guna-830214","H.No. 73, Brar Ganj, Katni-362721","23, Das Marg
Thoothukudi-645457",79,85
22318112,Wridesh Upadhyay,Anmol Andra,Ladli Sawhney,2005-03-20,Female,gunbirnigam@gmail.com,7884063543,"14/642, Kohli Zila
Bhilwara 340857","532, Balasubramanian Road, Morbi-220633","71/876
Gupta Zila
Kishanganj 057385",70,92
22318113,Dhriti Salvi,Wriddhish Sibal,Ekaja Oza,2000-03-14,Male,ahujajanani@gmail.com,2145578772,"H.No. 331, Raghavan Zila, Meerut-059428","H.No. 777, Tella Marg
Gudivada 517411","H.No. 102, Warrior Circle, Haridwar-675951",60,72
22318114,Gaurav Narayan,Lakshit Goyal,Ekanta Shukla,2001-08-26,Female,madhavimohan@gmail.com,3640890992,"H.No. 57, Oommen, Guntur 201457","20, Shan Chowk, Haldia 583059","H.No. 700, Kara Nagar, Kharagpur 693345",79,80
22318115,Ishaan Date,Amol Gaba,Aarini Thakur,2002-03-15,Male,goelgaurangi@gmail.com,8877530424,"807, Padmanabhan Chowk, Jodhpur-426554","93/68, Kunda Path
Aizawl 678412","25, Singh Chowk, Thanjavur-802395",65,68
22318116,Aarush Savant,Gautam Hegde,Baghyawati Bhalla,2001-08-23,Female,nnarain@gmail.com,3203767599,"491, Dass Nagar, Ghaziabad-032349","17, Mall Ganj, Bhimavaram-908769","806, Bajaj Circle
Kulti-302740",72,86
22318117,Reva Bir,Karan Sehgal,Watika Kibe,1999-09-20,Male,abeernarang@gmail.com,5834941435,"H.No. 50
Sunder Street, Jodhpur 040306","20/29, Date Marg, Thanjavur 417989","H.No. 43, Kanda Zila, Tinsukia-535648",96,75
22318118,Ekantika Dugal,Imaran Bali,Aadhya Sheth,2001-07-21,Male,ronith64@gmail.com,5458953965,"H.No. 625
Goswami Path
Bhopal 436594","H.No. 216
Chaudhry Chowk
Berhampore 956792","16/803, Sarma Zila
Bidar 636710",73,88
22318119,Jack Pall,Wazir Gandhi,Zarna Maharaj,1999-10-07,Male,pillaitanvi@gmail.com,9099173450,"611, Venkatesh Zila, Muzaffarpur 517730","88/905
Sidhu Circle, Eluru-363593","H.No. 47, Naik, Dhule-689274",77,61
22318120,Upasna Raghavan,Faris More,Varenya Vora,2003-05-01,Female,kapooryachana@gmail.com,8365739065,"60
Palla Nagar, Sambalpur-913000","H.No. 62, Atwal Circle
Berhampur 569652","H.No. 28, Basu Road
Ongole-249555",82,77
22318121,Darpan Prabhu,Chakradev Setty,Chandani Venkatesh,2002-12-29,Male,ekalinga22@gmail.com,5150779871,"45/947, Krishna Zila, Buxar-015436","92
Iyengar Path
Darbhanga 600775","21, Butala Ganj, Raiganj-964924",83,69
22318122,Barkha Tara,Ethan Bakshi,Ishani Vig,2001-09-12,Female,aroraati@gmail.com,8219372445,"37/146, Radhakrishnan Path, Pondicherry-440851","08/81
Rao Path, Rajahmundry-221309","32
Nayar Zila
Baranagar 029824",73,63
22318123,Ekanta Sani,Upkaar Swaminathan,Xalak Tripathi,2000-11-01,Female,sabharwalbhavna@gmail.com,5105489647,"78, Thaker Nagar
Rajpur Sonarpur-253569","H.No. 733, Dave
Gaya 592874","H.No. 30, Swamy Ganj
Jaunpur 033378",84,91
22318124,Yashodhara Dugal,Ethan Pillay,Anjali Oommen,2003-05-23,Male,pguha@gmail.com,8729980446,"791, Prabhakar Chowk, Malegaon 814030","27, Karan Circle, Mirzapur 134951","868, Doshi Circle
Bulandshahr 432816",83,76
22318125,Nakul Sehgal,Daniel Bera,Aashi Chatterjee,2001-02-27,Male,dadajeevika@gmail.com,6658798928,"H.No. 53
Aggarwal Path, Durgapur 532426","28/578
Bhatt Nagar
Medininagar-663763","42/577
Shah Path, Panipat 182238",67,95
22318126,Balveer Bhasin,Ishwar Chopra,Kashvi Chaudhary,2002-02-06,Male,mammenradhika@gmail.com,9013293711,"02
Uppal Zila, Narasaraopet-500240","84/409
Chaudhuri Chowk, Hazaribagh 990530","65/555
Amble
Tadipatri-309259",96,72
22318127,Arjun Chandran,Aditya Samra,Manya Manda,2001-05-07,Male,indrajitsami@gmail.com,6233696541,"H.No. 09
Nadkarni Nagar
Jaipur 762245","80, Kulkarni Road, Solapur 952221","H.No. 898
Raju, Durg-675717",97,81
22318128,Oliver Bhatti,Tanveer Bhavsar,Turvi Vig,2002-02-13,Male,odikasura@gmail.com,2855132553,"152
Sura, Vijayanagaram 937449","H.No. 955
Bhatnagar Zila, Maheshtala-384504","90/28, Setty Zila, Serampore-903316",75,97
22318129,Isaac Sule,Dhruv Samra,Vamakshi Choudhary,2004-05-08,Male,karnikeiravati@gmail.com,3865446416,"90/653
Bhatnagar Chowk, Solapur-634783","H.No. 745
Munshi Zila, Panvel-875957","797
Butala Zila
Patna 371069",61,62
22318130,Dakshesh Srinivasan,Liam Ramanathan,Yashvi Gole,2001-03-12,Female,qushi30@gmail.com,8760144430,"684, Ratti Nagar
Jhansi 285408","H.No. 54, Ganesan Path
Madurai-260454","20/37
Amble Zila
Chapra 198561",90,89
22318131,Chaman Mandal,Krishna Ganesan,Radhika Kala,2000-04-06,Male,girish09@gmail.com,6788376180,"34
Bhatnagar Circle, Gaya-722911","606, Sathe Zila, Nadiad-471614","606, Rout Nagar, Shahjahanpur 878019",82,82
22318132,Ekta Agrawal,Brijesh Chahal,Hiral More,2001-11-24,Male,chatterjeedhriti@gmail.com,7034915805,"21/654
Sachar Ganj, Begusarai-329093","14/200, Dugal, Bangalore-553227","24, Sandhu Street
Indore-440699",79,78
22318133,Radhika Chander,Jatin Nagy,Vrinda Vohra,2001-12-17,Male,yahvikhatri@gmail.com,9113260415,"H.No. 524, Divan Zila
Saharanpur-131336","462, Yohannan, Burhanpur 039623","H.No. 572
Bera Street
Rewa 003996",71,91
22318134,Gauri Kala,Baljiwan Dyal,Baghyawati Grewal,2003-06-02,Female,vohratheodore@gmail.com,2109295745,"H.No. 86, Walia Street, Panchkula 656315","85/275
Chandran, Avadi-493955","H.No. 81
Ramakrishnan Road
Nagpur 686658",66,72
22318135,Yashawini Patla,Naveen Pradhan,Oni Dora,2001-12-02,Male,nilimasangha@gmail.com,4693805304,"97/213
Mannan Nagar, Nizamabad-615412","83/56
Sur Nagar, Kolkata-438526","H.No. 64
Dara Road
Danapur 393645",66,82
22318136,Logan Aurora,Daniel Tata,Bhavani Kunda,2003-08-28,Female,jeevika57@gmail.com,9761089338,"02/03, Ghose, Bidhannagar 104043","01, Issac Chowk
Vadodara 293587","H.No. 10
Chanda Ganj
Tirunelveli-427641",87,97
22318137,Quincy Narayanan,Sai Chandran,Vaishnavi Dhawan,2000-08-05,Male,nishaguha@gmail.com,8121379871,"H.No. 393
Pandya Road
Gorakhpur 418623","H.No. 56
Bains Marg
Thoothukudi 141601","217, Mohanty Nagar, Hyderabad-085932",88,73
22318138,Ikbal Krish,Qabil Dada,Rachana Singhal,2003-03-08,Female,bhavanichawla@gmail.com,6358131732,"H.No. 400
Palla Chowk, Mahbubnagar-933933","H.No. 226
Parmer Street, Bally 232982","H.No. 01
Mall Zila, Srikakulam-303008",78,68
22318139,Jagrati Baral,Manan Ranganathan,Janani Ganguly,2004-09-09,Female,vasudha86@gmail.com,8703384311,"904, Narang Marg, Kurnool 022552","H.No. 00, Sarma Ganj, Thoothukudi-517783","H.No. 32
Konda Zila
Saharsa-838729",93,75
22318140,Manthan Chauhan,Tejas Konda,Nidhi Bandi,2002-10-27,Female,arinparmer@gmail.com,8207145220,"03
Badal Street, Alappuzha-869065","H.No. 86
Patil Zila, Mango 953656","H.No. 129, Dhar Marg
Gandhinagar-661146",86,73
22318141,Brijesh Gopal,Bachittar Dani,Yashodhara Rao,2003-04-08,Male,soodekavir@gmail.com,5325422475,"27/56, Sankar Circle, Visakhapatnam-523607","21, Mital Road, Pimpri-Chinchwad 211994","H.No. 64, Sundaram Path, Raichur-468912",64,78
22318142,Nitesh Dara,Aditya Sarin,Abha Kashyap,2004-10-23,Female,gsengupta@gmail.com,7999254420,"94, Jha Zila
Silchar-244064","365
Behl Nagar
Satara 313607","H.No. 27, Bali Chowk
Ongole 632869",78,83
22318143,Kabir Mahal,Abeer Kumer,Nitara Murthy,2001-05-17,Male,shivanikapadia@gmail.com,5903513050,"H.No. 249
Khosla Ganj
Nangloi Jat-892471","076
Varma Zila
Ajmer 492912","08, Bhatia Path, Pudukkottai 542403",86,92
22318144,Chatresh Shetty,Guneet Swaminathan,Panini Behl,2004-04-04,Male,yatinraghavan@gmail.com,7000136903,"31, Varkey, Tadipatri-360518","H.No. 001, Gour Road
Etawah 764959","94/13
Jain Road, Kadapa-842928",68,87
22318145,Hemang Kala,Chanakya Tak,Yashoda Pai,2004-12-25,Male,qsawhney@gmail.com,8198585083,"H.No. 24
Zacharia Chowk, Darbhanga-236281","868
Deep Nagar, Rourkela-268158","12/798
Joshi Nagar, Ballia-352455",89,79
22318146,Januja Kumar,Hemang Modi,Watika Natt,2002-07-03,Male,chaudhrylila@gmail.com,9284687431,"H.No. 80
Chaudhari Zila, Raurkela Industrial Township-630299","450, Kapoor Road
Berhampore-924072","27/24, Bhargava Street, Amroha 179227",70,87
22318147,Mohammed Bava,Anthony Dada,Urishilla Dhingra,2003-06-12,Male,skapoor@gmail.com,7249084927,"50/03
Lanka Street
Akola 520852","H.No. 462
Rajagopalan Ganj
Tadipatri-921799","H.No. 832
Chakrabarti Ganj
Bhubaneswar-870077",76,83
22318148,Nitara Soni,Zaid Rana,Waida Dugal,2001-05-14,Female,brindabobal@gmail.com,5671348247,"H.No. 62, Nori Ganj
Sambalpur-868432","78
Deo Marg
Aligarh-672710","03, Loke Road
Karimnagar 070435",86,69
22318149,Anika Suresh,Ranbir Yohannan,Priya Sahota,2005-06-15,Male,fbatra@gmail.com,7703384528,"H.No. 57
Lal Marg, Bathinda 290319","922, Magar Road, Bokaro-890738","42
Bumb
Gangtok 632141",91,77
22318150,Owen Soni,Finn Wable,Dhriti Virk,2001-04-14,Male,elijahdara@gmail.com,1279411766,"H.No. 83, Bobal Marg, Warangal 763654","29/07
Dayal Ganj, Karaikudi 821400","864
Brar Circle, Bilaspur-424590",88,72
22314001,Pallavi Sodhi,Akshay Kanda,Vasudha Mani,2005-04-14,Female,warinder20@gmail.com,3446917782,"H.No. 650
Rajan Path
Cuttack 124549","H.No. 104, Thaman Nagar
Arrah-086392","26/272
Grewal Road
Gandhinagar 425587",60,80
22314002,Yutika Saha,Tristan Ghose,Bhavya Zachariah,2001-02-21,Female,bhanumatihayer@gmail.com,8259840554,"24/05
Nadig Marg
Nangloi Jat-193944","71
Chad Street
Ballia-033382","H.No. 802
Kadakia Circle, Warangal 464376",64,86
22314003,Upadhriti Pradhan,Victor Nagar,Abha Ravi,2004-11-03,Female,mason38@gmail.com,3961880576,"13/74, Sagar Marg
Tinsukia 575299","20, Sagar Circle
Howrah-976497","95
Tara Path, Singrauli 069949",61,92
22314004,Mohini Mandal,Kabir Puri,Tamanna Handa,2000-07-02,Male,gautaminaik@gmail.com,6401223615,"33/88, Apte Path, Shivpuri-230939","H.No. 222
Mittal Circle, Tiruvottiyur-629285","41
Bala Nagar
Dhanbad 498729",87,75
22314005,Lakshit Grewal,Yuvraj Verma,Edhitha Srinivas,2002-05-19,Female,chavvitailor@gmail.com,8905044711,"46/80, Reddy
Gurgaon 167658","508, Deshpande Road, Thiruvananthapuram 987099","H.No. 57
Chawla Zila
Dharmavaram-121851",68,85
22314006,Dalaja Ranganathan,Ekaraj Kothari,Watika Virk,2002-06-16,Female,sgara@gmail.com,1393021954,"26/744
Dugal Path, Chittoor-609558","H.No. 61
Saraf Chowk
Bilaspur 802204","230
Kari Street, Loni-622410",78,78
22314007,Nachiket Nayak,Agastya Bhat,Chameli Dhawan,2001-01-28,Male,borradarika@gmail.com,5904005660,"16
Gade Circle
Kakinada 391726","752, Divan Street, Bhilwara 351677","97, Thaker, Gurgaon-601741",89,96
22314008,Omaja Hegde,Avi Agrawal,Lila Sachdeva,2003-10-11,Male,zaitra35@gmail.com,8926658222,"43
Date Path
Mahbubnagar 646376","43/27
Soman Zila, Pudukkottai-559801","30/307
Chaudhry Ganj
Ichalkaranji-405485",95,61
22314009,Gaurangi Dara,Abhiram Tandon,Urmi Naik,2003-01-20,Female,kalamuni@gmail.com,971662933,"H.No. 664
Toor Street, Tirunelveli-955475","58
Kade Marg
Bhopal 321327","03/48
Saini Zila
Pune 596144",74,66
22314010,Kai Halder,Parth Basu,Edhitha Rajagopalan,2005-06-24,Male,mugdhaahluwalia@gmail.com,4065240153,"953
Arya Marg
Hapur-096949","649, Sharma
Bulandshahr-790370","14/91, Yadav, Sonipat 948811",68,66
22314011,Balhaar Sahni,Ryan Wali,Ekanta Loke,2002-07-01,Female,calebbal@gmail.com,4272869545,"H.No. 406
Tella Ganj, Mangalore 340875","H.No. 13
Lal Nagar
Nagpur-875423","40/56
Parmer Circle
Nashik 287948",60,90
22314012,Ethan Ganguly,Ojas Dutta,Pavani Nair,2004-04-09,Male,murthyaarnav@gmail.com,4208846778,"49, Nayar Path, Agra 723289","12
Iyengar Zila
Sangli-Miraj & Kupwad 290321","H.No. 43
Om Road
Indore 961007",88,89
22314013,Ryan Palan,Ekalinga Chaudhuri,Hamsini Sinha,2003-06-16,Female,mahajanquincy@gmail.com,7727294438,"H.No. 84
Rai Road, Bhagalpur 501569","63/21, Buch Street, Amaravati 074253","H.No. 723
Bail Circle
Ghaziabad-688756",93,78
22314014,Irya Chandra,Manbir Korpal,Mugdha Chaudhary,1999-09-17,Female,yashawini49@gmail.com,8219945142,"H.No. 255, Hayre Ganj, Imphal 336296","17/88, Reddy Path, Katihar 836156","31/794, Ray Path
Khammam 966680",65,62
22314015,Qasim Mandal,Arjun Sule,Yashvi Kalla,2002-07-25,Male,varenyachawla@gmail.com,7815862547,"01/51, Soman Ganj, Etawah-939839","H.No. 097, Chatterjee Chowk, Raebareli-721990","42/025, Warrior Circle
Indore 775817",61,73
22314016,Dalbir Ganesh,Vihaan Manda,Indali Om,2004-06-05,Male,aayush54@gmail.com,6900242842,"744
Sura Zila, Asansol 836402","H.No. 15, Nigam Road
Hyderabad 971310","99, Nori Circle
Sri Ganganagar-394307",89,61
22314017,Sachi Sandhu,Jacob Gera,Zansi Ramaswamy,2000-04-08,Female,vohradavid@gmail.com,6832797790,"H.No. 594
Bajaj Zila
Rajahmundry-784109","84/34
Banerjee Marg, Ahmednagar 963305","33/96, Sathe Path
Kumbakonam 712524",73,68
22314018,Ayush Narayan,Hemang Nagar,Bhanumati Manne,2002-03-12,Male,anyakarnik@gmail.com,6352483948,"H.No. 95, Dar Zila, Mira-Bhayandar 245688","H.No. 77, Puri Street, Haldia 336713","49, Kothari Ganj, Nizamabad 839607",80,74
22314019,Chakradhar Agrawal,Arjun Ahluwalia,Turvi Prabhakar,2000-06-08,Female,raghavmohan@gmail.com,2311293443,"49, Atwal Chowk, Pallavaram 384699","H.No. 88
Sarraf Nagar, Tirupati 272102","86/877, Wadhwa Marg
Motihari 977332",87,79
22314020,Maanas Nayak,Sathvik Guha,Saumya Sawhney,2001-01-05,Male,gkulkarni@gmail.com,4804935917,"792, Shere Chowk, Tirunelveli 263765","61/685, Dara Zila, Dharmavaram-456688","20/016
Saxena Ganj
Saharanpur-954856",81,93
22314021,Lipika Mukhopadhyay,Xavier Dugal,Ishanvi De,2003-11-02,Female,arjun59@gmail.com,7182491822,"H.No. 03
Nath Chowk
Morena-607112","70/551
Kuruvilla Nagar, Panihati 003587","H.No. 902
Aurora Street, Dehri 241880",62,94
22314022,Yashoda Sandal,Ekbal Bhakta,Ira Nanda,2003-09-22,Male,olivermodi@gmail.com,5539900293,"353
Ratti Nagar, Jamnagar 691888","H.No. 29
Suresh
Indore-224837","73/991
Handa Marg
Raichur-988575",86,84
22314023,Nikita Din,Frado Sunder,Nikita Mody,2000-02-03,Female,ukothari@gmail.com,2822411140,"29/06, Magar Chowk, Ajmer-513950","556
Naik Path, Nellore 922578","511
Chawla Circle, Pali-106517",79,87
22314024,Hemani Biswas,Azad Mand,Lila Sabharwal,2002-05-02,Female,udyati25@gmail.com,2084097159,"486
Sridhar Street, Eluru 762086","75/792
Sarma Chowk
Rourkela-419093","26, Rai Street, Khora  428784",96,60
22314025,Unnati Murty,Banjeet Sankaran,Upasna Butala,2000-12-14,Female,pandeyavi@gmail.com,6858950916,"H.No. 498
Kothari Street, Muzaffarpur-102767","H.No. 17, Dhar Chowk, Rajkot-683506","73
Patla Zila, Bhilai-563236",94,84
22314026,Sachi Buch,Luke Wali,Upasna Mangat,2003-03-04,Male,veerverma@gmail.com,1095989268,"80/84, Sheth
Purnia-554632","79/36, Gaba Circle, Raipur 352408","24/12, Date, Ichalkaranji 553564",87,92
22314027,Tamanna Bhatti,Jack Nanda,Eta Ahluwalia,2003-02-07,Male,calebahuja@gmail.com,4258631815,"48
Loyal
Nagaon-737316","H.No. 573, Arya Zila, Raebareli-603422","80/50
Pal Road, Sasaram-710567",84,86
22314028,Radhika Seth,Theodore Bhandari,Barkha Gupta,2002-05-17,Male,gulatiishaan@gmail.com,8625451238,"H.No. 968, Patla Street, Vadodara-629184","H.No. 026
De Nagar, Panchkula-118640","09/34
Bava Path
Tadipatri-253517",60,93
22314029,Mugdha Pandit,Henry Lad,Ekantika Acharya,1999-10-07,Male,xgour@gmail.com,6325413818,"H.No. 933, Mahajan Path
Dehradun 191328","H.No. 276, Chakrabarti Road, Bhopal 486366","06/79, Nath Marg
Anantapuram 800618",78,66
22314030,Ishaan Bumb,Omkaar Hari,Ladli Mandal,2004-02-19,Male,jsastry@gmail.com,8032893197,"614
Oommen Marg, Meerut-344371","H.No. 923
Kala Zila, Jhansi-760540","006
Buch Street
Ajmer-570557",93,68
22314031,Vincent Bala,Veer Dhaliwal,Lajita Kapur,2003-02-21,Male,mukherjeevamakshi@gmail.com,2021384951,"947
Hayer Chowk
Rohtak 270489","691, Dhaliwal Marg, Hajipur 371729","H.No. 132
Saini Chowk
Dhanbad-754083",74,61
22314032,Ganga Subramanian,Guneet Gandhi,Inaya Sibal,2002-08-06,Male,chakrabortypallavi@gmail.com,7379988891,"84/23, Bajaj Marg, Sirsa 689333","82/37
Panchal Circle, Pali-656879","H.No. 78
Bansal Zila
Tinsukia-353978",85,94
22314033,Qabil Dani,Laksh Bhalla,Vaishnavi Kalita,1999-09-12,Male,atharv74@gmail.com,6424926937,"H.No. 939
Mandal Circle
Muzaffarnagar-618168","H.No. 136, Arya Ganj
Raebareli-453133","H.No. 131
Krishna Street
Firozabad-217918",96,89
22314034,Maya Bath,Yagnesh Parikh,Nirja Warrior,2003-12-09,Female,wkuruvilla@gmail.com,1211680622,"91/885, Sengupta Nagar
Rampur-268790","435
Dhaliwal Ganj, Ludhiana-916923","H.No. 82
Setty Marg
Howrah-919264",88,71
22314035,Dev Mital,Reyansh Ramaswamy,Bhavini Banerjee,2003-07-03,Female,umanganne@gmail.com,4755518902,"H.No. 72
Dara Street, Gurgaon-990486","75/999
Sabharwal Circle
Salem 009210","15/175, Lata, Sangli-Miraj & Kupwad-675235",79,61
22314036,Chakrika Natt,Ekansh Reddy,Anusha Golla,2004-02-12,Male,aayushchokshi@gmail.com,6261757286,"H.No. 13
Walia Marg, Bhagalpur-127832","953, Loke Zila
Dibrugarh 425159","H.No. 40
Sheth, Aizawl-476579",95,63
22314037,Anya Garg,Owen Naidu,Yoshita Mand,2005-02-22,Male,tanejayug@gmail.com,3052426111,"36/604
Bora Ganj
Sonipat-027357","296, De Ganj, Solapur-511770","202, Lall Ganj
Gopalpur 759622",83,61
22314038,Anmol Srinivasan,Ranveer Ramanathan,Abha Bora,2004-11-11,Male,aryanmitter@gmail.com,6482262635,"676
Mani Chowk, Mangalore-077633","980
Sem Ganj
Karimnagar 366858","93
Ganguly Nagar
Ranchi-651231",60,88
22314039,Leela Som,Timothy Bath,Nikita Jha,2000-06-13,Male,noahmajumdar@gmail.com,9587481999,"29/51
Chakraborty Chowk, Anantapur-670410","47/60, Sule Path
Patna-633990","518, Sampath, Bharatpur-050486",63,61
22314040,Aradhana Dora,Bachittar Pant,Nisha Dhar,2003-12-09,Male,karnikrayaan@gmail.com,4747089596,"H.No. 876, Kapadia Zila
Tadipatri-453777","45/96
Vasa Zila, Jalandhar-544764","407, Shere Road, Shahjahanpur-160349",86,78
22314041,George Rau,Jeremiah Bhargava,Chaaya Basak,2004-05-14,Female,surisarthak@gmail.com,8499151858,"110, Viswanathan Circle, Ghaziabad 317407","11/003, Suri Path, Hyderabad 053732","85/32, Korpal Road, Kakinada-865336",91,81
22314042,Sanaya Dora,Chatresh Sharaf,Urishilla Banerjee,2001-02-25,Female,janujakadakia@gmail.com,4246077911,"63/305
Dhawan Road
Kollam-442162","44/02, Kibe Street, Panvel 478640","222
Bajaj Path, Gangtok 440046",78,70
22314043,Barkha Maharaj,Akshay Sarna,Indira Kade,2000-08-14,Male,shankarzashil@gmail.com,9413020545,"84, Mitter Road
Gulbarga 140527","812
Savant Chowk, Sultan Pur Majra-262351","H.No. 153
Sahni Path, Khammam 910534",64,91
22314044,Daksha Grewal,Pranit Subramaniam,Anvi Deshpande,2003-12-08,Female,xsundaram@gmail.com,4465371187,"25/951, Om Path, Bidhannagar-868805","283
Sahni Circle, Hapur-602711","894, Bhattacharyya Road
Vadodara-238477",61,94
